count_point_id,year,region_id,region_name,local_authority_id,local_authority_name,road_name,road_type,start_junction_road_name,end_junction_road_name,easting,northing,latitude,longitude,link_length_km,link_length_miles,estimation_method,estimation_method_detailed,pedal_cycles,two_wheeled_motor_vehicles,cars_and_taxis,buses_and_coaches,lgvs,hgvs_2_rigid_axle,hgvs_3_rigid_axle,hgvs_3_or_4_articulated_axle,hgvs_4_or_more_rigid_axle,hgvs_5_articulated_axle,hgvs_6_articulated_axle,all_hgvs,all_motor_vehicles
7671,2003,6,London,145,Camden,A4200,major,A40,A501,529970,182300,51.52466869,-0.12793867,1.30,0.81,Counted,"Manual count",677,1662,11955,930,2639,352,25,8,31,2,2,420,17606
7717,2003,6,London,145,Camden,A5201,major,"Gray's Inn Rd","LA Boundary",531300,182040,51.52202484,-0.10887534,0.40,0.25,Counted,"Manual count",3285,3150,14061,591,2634,457,18,10,7,1,0,493,20929
8381,2003,6,London,145,Camden,A5200,major,"Acton St","Swinton St",530560,182730,51.52839696,-0.11927979,0.10,0.06,Estimated,"Estimated from nearby links",1506,883,11042,604,1692,131,17,5,14,1,7,175,14396
8438,2003,6,London,145,Camden,A201,major,"Gray's Inn Rd","King's Cross Road",530620,182725,51.52833817,-0.11841721,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",348,557,7866,519,1106,361,88,16,54,8,11,538,10586
8469,2003,6,London,145,Camden,A400,major,A40,A5204,529700,181590,51.51835019,-0.13208946,0.50,0.31,Counted,"Manual count",707,1543,18425,1001,2665,384,31,15,8,3,1,442,24076
16401,2003,6,London,145,Camden,A40,major,A400,"Bloomsbury St",530000,181430,51.51684343,-0.12782715,0.30,0.19,Counted,"Manual count",3090,687,8090,3323,797,139,10,5,1,1,0,156,13053
16434,2003,6,London,145,Camden,A41,major,"Adelaide Rd roundabout",A598,526150,185000,51.54979866,-0.18200525,2.50,1.55,Counted,"Manual count",488,2440,42856,1170,4982,856,77,40,60,32,22,1087,52535
17007,2003,6,London,145,Camden,A400,major,"Royal College St","LA Boundary",529000,185000,51.54915490,-0.14092437,1.40,0.87,Estimated,"Estimated using previous year's AADF on this link",602,495,18867,778,2979,481,37,26,20,22,8,594,23713
17008,2003,6,London,145,Camden,A400,major,"Hampstead Rd",A4200,529200,183160,51.53257375,-0.13871635,0.20,0.12,Estimated,"Estimated using previous year's AADF on this link",554,1281,16022,1452,3733,263,33,11,10,11,15,343,22831
17169,2003,6,London,145,Camden,A501,major,A400,A4200,529600,182500,51.52655097,-0.13319548,0.40,0.25,Estimated,"Estimated using previous year's AADF on this link",3077,6716,37324,1848,6900,2417,205,55,150,36,79,2942,55730
17170,2003,6,London,145,Camden,A502,major,A400/A503,"Castlehaven Road",528830,184000,51.54020703,-0.14374053,0.40,0.25,Counted,"Manual count",624,1198,8786,513,2353,190,24,8,57,3,2,284,13134
17196,2003,6,London,145,Camden,A5202,major,"Royal College St","Camden Rd",529120,184380,51.54355576,-0.13942199,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",484,315,6148,115,1376,191,27,7,9,3,0,237,8191
17637,2003,6,London,145,Camden,A4200,major,"LA Boundary",A40,530600,181300,51.51553691,-0.11923304,0.30,0.19,Counted,"Manual count",1559,2168,26071,2457,3576,638,45,20,11,6,3,723,34995
17688,2003,6,London,145,Camden,A5200,major,"Clerkenwell Rd","Acton St",530720,182400,51.52539441,-0.11709697,0.80,0.50,Counted,"Manual count",1507,883,11042,604,1691,131,17,5,14,1,7,175,14395
18077,2003,6,London,145,Camden,A501,major,A5202,"Gray's Inn Rd",530276,182939,51.53034069,-0.12329425,0.10,0.06,Estimated,"Estimated from nearby links",2190,2918,39310,2117,6424,1196,121,79,141,76,56,1669,52438
18170,2003,6,London,145,Camden,A40,major,"Charing Cross Road","Shaftesbury Ave",529917,181308,51.51576614,-0.12906759,0.30,0.19,Counted,"Manual count",1109,1995,6349,55,1997,107,13,5,7,2,1,135,10531
18611,2003,6,London,145,Camden,A503,major,"Camden Park Rd",A5200,529780,184952,51.54854485,-0.12969914,0.10,0.06,Estimated,"Estimated using previous year's AADF on this link",750,1515,25951,953,826,2196,2192,34,59,51,110,4642,33887
27075,2003,6,London,145,Camden,A400,major,A502/A503,A502,528930,184000,51.54018422,-0.14229941,0.40,0.25,Estimated,"Estimated using previous year's AADF on this link",481,378,6184,528,922,165,20,10,13,3,1,212,8224
27241,2003,6,London,145,Camden,A503,major,A5202,"St Pancras Way",529230,184250,51.54236234,-0.13788433,0.10,0.06,Counted,"Manual count",1707,2623,26958,746,5101,799,90,33,64,11,14,1011,36439
27264,2003,6,London,145,Camden,A5202,major,A503,"St Pancras Way",529110,184330,51.54310871,-0.13958444,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",349,330,7094,330,1204,219,10,4,9,4,3,249,9207
27733,2003,6,London,145,Camden,A4201,major,A501,"Prince Albert Road",528760,183000,51.53123630,-0.14511470,1.50,0.93,Counted,"Manual count",579,1209,13448,412,2064,348,13,3,9,3,4,380,17513
27785,2003,6,London,145,Camden,A40,major,"Shaftesbury Ave","Southampton Place",530300,181560,51.51794264,-0.12345801,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",5230,2336,14598,1880,3582,389,29,22,11,3,1,455,22851
28216,2003,6,London,145,Camden,A502,major,"Chalk Farm Road",A400,528800,184300,51.54290988,-0.14406319,0.40,0.25,Estimated,"Estimated using previous year's AADF on this link",724,1146,12492,959,2665,519,50,25,27,7,6,634,17896
28313,2003,6,London,145,Camden,A201,major,"Gray's Inn Rd","King's Cross Rd",530680,182810,51.52908815,-0.11752126,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",96,1063,10325,58,2551,414,54,13,58,15,33,587,14584
28379,2003,6,London,145,Camden,A503,major,Parkway,"Camden High St",528950,183630,51.53685459,-0.14214659,0.40,0.25,Estimated,"Estimated using previous year's AADF on this link",586,770,11816,352,1527,278,16,9,16,3,0,322,14787
28498,2003,6,London,145,Camden,A503,major,"Kentish Town Rd","Bayham St",528950,183920,51.53946072,-0.14204046,0.10,0.06,Estimated,"Estimated using previous year's AADF on this link",1232,898,9389,656,1972,241,24,10,29,6,4,314,13229
28758,2003,6,London,145,Camden,A5200,major,"LA Boundary","Camden Rd",529850,184770,51.54689320,-0.12875728,0.40,0.25,Estimated,"Estimated using previous year's AADF on this link",232,354,9402,157,1404,329,23,11,50,12,25,450,11767
37100,2003,6,London,145,Camden,A400,major,"Delancey St","Hampstead Rd",529140,183500,51.53564293,-0.13945630,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",1312,2364,18759,1157,4633,714,64,24,12,16,8,838,27751
37101,2003,6,London,145,Camden,A400,major,A5204,A501,529430,182000,51.52209659,-0.13582817,0.60,0.37,Counted,"Manual count",1126,2273,25467,978,4377,636,71,9,20,4,1,741,33836
37264,2003,6,London,145,Camden,A502,major,"Castlehaven Rd","LA boundary",527450,185000,51.54950680,-0.16326642,4.30,2.67,Counted,"Manual count",213,537,16486,442,1931,251,10,13,10,1,1,286,19682
37268,2003,6,London,145,Camden,A503,major,"Bayham St",A400,529000,183970,51.53989864,-0.14130160,0.20,0.12,Counted,"Manual count",1097,1416,22730,1611,3995,604,52,29,46,13,4,748,30500
37293,2003,6,London,145,Camden,A5202,major,A501,"Royal College St",530104,183110,51.53191702,-0.12570931,0.90,0.56,Estimated,"Estimated using previous year's AADF on this link",418,811,12710,673,1717,389,34,15,27,14,24,503,16414
37773,2003,6,London,145,Camden,A4200,major,A40,A40,530500,181600,51.51825598,-0.12056240,0.20,0.12,Estimated,"Estimated using previous year's AADF on this link",905,1578,23600,1980,3837,534,36,16,40,10,19,655,31650
37824,2003,6,London,145,Camden,A5200,major,"A5200 Leighton Rd",A400,529500,185450,51.55308445,-0.13355184,0.90,0.56,Estimated,"Estimated using previous year's AADF on this link",610,675,13576,254,2166,302,26,3,23,5,5,364,17035
37825,2003,6,London,145,Camden,A5200,major,"Swinton St","Euston Rd",530470,182900,51.52994546,-0.12051354,0.30,0.19,Counted,"Manual count",303,999,21263,490,3495,683,101,131,129,113,48,1205,27452
37827,2003,6,London,145,Camden,A401,major,"Procter St","Gray's Inn Rd",530700,181850,51.52045642,-0.11758894,0.50,0.31,Estimated,"Estimated using previous year's AADF on this link",2814,2123,19545,1299,4132,571,33,22,18,5,8,657,27756
38368,2003,6,London,145,Camden,A4200,major,A400,"Hampstead Rd",529249,183314,51.53394649,-0.13795385,0.30,0.19,Counted,"Manual count",434,575,7025,531,1450,219,12,8,6,3,1,249,9830
38555,2003,6,London,145,Camden,A4201,major,"Prince Albert Rd","Delancey St",528650,183580,51.53647364,-0.14648792,0.10,0.06,Estimated,"Estimated using previous year's AADF on this link",1665,1265,18791,540,2426,410,31,19,41,5,2,508,23530
38592,2003,6,London,145,Camden,A401,major,"Clerkenwell Rd","LA Boundary",531100,182130,51.52288004,-0.11172294,0.30,0.19,Counted,"Manual count",1621,905,4861,1012,1551,256,28,4,7,1,0,296,8625
38595,2003,6,London,145,Camden,A5204,major,"LA Boundary",A400,529496,181746,51.51979887,-0.13497067,0.20,0.12,Counted,"Manual count",994,1379,5348,7,1470,216,10,2,3,0,0,231,8435
47081,2003,6,London,145,Camden,A400,major,A503,A502,529060,184100,51.54105320,-0.14038931,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",581,1158,16287,1482,2591,508,35,9,28,4,6,590,22108
47245,2003,6,London,145,Camden,A501,major,A4201,A400,529004,182226,51.52422496,-0.14188225,0.40,0.25,Counted,"Manual count",981,3641,56606,1475,8521,2179,241,74,188,98,76,2856,73099
47249,2003,6,London,145,Camden,A503,major,"St Pancras Way","Camden Park Rd",529500,184600,51.54544583,-0.13386445,0.70,0.43,Estimated,"Estimated using previous year's AADF on this link",1033,2011,23742,751,4097,773,52,21,77,4,15,942,31543
47269,2003,6,London,145,Camden,A5202,major,"Camden Rd","Royal College St",529390,184000,51.54007906,-0.13567025,0.90,0.56,Estimated,"Estimated using previous year's AADF on this link",400,722,8983,73,1993,417,58,7,123,6,21,632,12403
47727,2003,6,London,145,Camden,A4201,major,"Delancey St",A400/A502/A503,528800,183800,51.53841654,-0.14424598,0.40,0.25,Counted,"Manual count",1017,1445,14385,276,2841,384,28,9,10,1,0,432,19379
47784,2003,6,London,145,Camden,A5200,major,A503,"A5200 Camden Park Rd",530000,184700,51.54622964,-0.12662113,0.40,0.25,Estimated,"Estimated using previous year's AADF on this link",245,442,11544,329,2419,308,37,12,33,14,58,462,15196
47785,2003,6,London,145,Camden,A5200,major,A40,"Theobalds RD",531070,181800,51.51992144,-0.11227774,0.40,0.25,Counted,"Manual count",1473,1149,11695,764,2085,330,33,7,12,0,2,384,16077
48159,2003,6,London,145,Camden,A400,major,A501,"New Oxford St",530000,181561,51.51802068,-0.12777887,1.20,0.75,Counted,"Manual count",1418,1242,13151,850,1913,304,33,0,9,1,1,348,17504
48352,2003,6,London,145,Camden,A400,major,A4200,A503,529350,183600,51.53649356,-0.13639354,0.90,0.56,Counted,"Manual count",2229,1426,11996,171,2267,345,28,13,24,5,2,417,16277
48537,2003,6,London,145,Camden,A41,major,"LA Boundary","Adelaide Rd roundabout",526639,184005,51.54074733,-0.17531429,0.30,0.19,Counted,"Dependent on a neighbouring counted link",350,1540,20916,1063,2503,839,57,37,64,20,19,1036,27058
56124,2003,6,London,145,Camden,A5,major,A4003,"LA Boundary",525120,184020,51.54122058,-0.19720054,0.10,0.06,Counted,"Manual count",417,667,18723,1188,3336,672,47,39,25,49,45,877,24791
56751,2003,6,London,145,Camden,A400,major,"Harrington Sq","Camden High St",529160,183270,51.53357142,-0.13925240,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",466,716,11345,760,2074,401,31,8,17,10,16,483,15378
56815,2003,6,London,145,Camden,A501,major,A4200,A5202,530000,182765,51.52884057,-0.12733503,0.60,0.37,Counted,"Manual count",2190,2918,39310,2117,6423,1197,121,79,142,77,57,1673,52441
56990,2003,6,London,145,Camden,A4200,major,A501,A400,529470,183000,51.53107409,-0.13488475,0.80,0.50,Estimated,"Estimated using previous year's AADF on this link",586,751,9302,562,2100,217,13,4,4,1,1,240,12955
57080,2003,6,London,145,Camden,A400,major,A502,"Royal College St",528960,184400,51.54377204,-0.14172064,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",1423,1450,9897,1236,2097,409,27,5,12,4,1,458,15138
57538,2003,6,London,145,Camden,A40,major,"Shaftesbury Ave","Southampton Place",530289,181427,51.51674995,-0.12366557,0.40,0.25,Estimated,"Estimated using previous year's AADF on this link",753,1931,13693,143,2732,286,26,9,8,7,3,339,18838
57690,2003,6,London,145,Camden,A401,major,A40/A4200,"Procter St",530500,181700,51.51915464,-0.12052540,0.10,0.06,Counted,"Manual count",1252,1986,17579,1485,2639,456,34,6,13,0,0,509,24198
57828,2003,6,London,145,Camden,A401,major,A400,"High Holborn",530000,181140,51.51423731,-0.12793400,0.30,0.19,Counted,"Manual count",923,1399,13358,85,2628,333,33,13,11,6,6,402,17872
58157,2003,6,London,145,Camden,A503,major,"Camden High St","Camden Rd",529040,183800,51.53836177,-0.14078742,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",742,1367,12884,2118,2820,339,50,13,12,5,0,419,19608
58196,2003,6,London,145,Camden,A5205,major,"LA Boundary",Parkway,528470,183640,51.53705379,-0.14905987,0.50,0.31,Estimated,"Estimated using previous year's AADF on this link",269,986,10979,293,2348,231,27,21,25,3,5,312,14918
58317,2003,6,London,145,Camden,A5200,major,"Camden Rd","LA Boundary",529630,185000,51.54901066,-0.13184354,0.50,0.31,Estimated,"Estimated using previous year's AADF on this link",161,400,8318,224,1715,300,20,8,2,2,4,336,10993
75094,2003,6,London,145,Camden,A400,major,"Andrew Borde St","Oxford St",529830,181340,51.51607369,-0.13030891,0.10,0.06,Estimated,"Estimated using previous year's AADF on this link",1399,720,5921,2645,1213,235,22,5,7,1,4,274,10773
75095,2003,6,London,145,Camden,A401,major,"High Holborn","Bloomsbury Way",530110,181400,51.51654853,-0.12625380,0.20,0.12,Estimated,"Estimated using previous year's AADF on this link",942,1371,4908,50,1603,120,21,3,6,1,0,151,8083
75096,2003,6,London,145,Camden,A401,major,"Shaftesbury Avenue","New Oxford St",530080,181400,51.51655543,-0.12668591,0.20,0.12,Estimated,"Estimated using previous year's AADF on this link",876,849,10207,82,1058,262,23,0,17,4,5,311,12507
75097,2003,6,London,145,Camden,A40,major,"Bloomsbury St","Shaftesbury Ave",530100,181450,51.51700016,-0.12637939,0.10,0.06,Estimated,"Estimated from nearby links",5230,2336,14598,1880,3582,389,29,22,11,3,1,455,22851
75098,2003,6,London,145,Camden,A40,major,"High Holborn","Bloomsbury Way",530420,181550,51.51782510,-0.12173322,0.10,0.06,Estimated,"Estimated using previous year's AADF on this link",77,195,2278,25,477,69,8,0,1,1,0,79,3054
75099,2003,6,London,145,Camden,A40,major,"Southampton Place",Kingsway,530480,181520,51.51754166,-0.12088007,0.10,0.06,Estimated,"Estimated from nearby links",830,2126,15971,168,3209,355,34,9,9,8,3,418,21892
75100,2003,6,London,145,Camden,A40,major,"Southampton Place","Southampton Row",530420,181650,51.51872377,-0.12169624,0.10,0.06,Estimated,"Estimated from nearby links",5307,2531,16876,1905,4059,458,37,22,12,4,1,534,25905
75101,2003,6,London,145,Camden,A40,major,"High Holborn","Theobalds Rd",530590,181600,51.51823520,-0.11926602,0.20,0.12,Estimated,"Estimated using previous year's AADF on this link",1445,1952,13914,1462,2190,419,49,17,62,7,0,554,20072
75102,2003,6,London,145,Camden,A40,major,Kingsway,"Procter St",530550,181530,51.51761537,-0.11986810,0.10,0.06,Estimated,"Estimated from nearby links",983,1490,22262,1208,2706,391,41,14,34,4,0,484,28150
75103,2003,6,London,145,Camden,A5202,major,"St Pancras Way","Kentish Town Rd",529000,184500,51.54466157,-0.14110752,0.10,0.06,Estimated,"Estimated from nearby links",833,645,13242,445,2580,410,37,11,18,7,3,486,17398
75136,2003,6,London,145,Camden,A5,major,"LA Boundary","B414 Kilburn Park Road",525610,183400,51.53553996,-0.19035970,0.30,0.19,Counted,"Dependent on a neighbouring counted link",417,667,18723,1188,3336,672,47,39,25,49,45,877,24791
76054,2003,6,London,145,Camden,A501,major,"Tottenham Court Road","Gower Street",529360,182384,51.52556350,-0.13669569,0.20,0.12,Estimated,"Estimated using previous year's AADF on this link",1796,4321,57351,1822,8472,1204,159,63,162,61,121,1770,73736
930344,2003,6,London,145,Camden,U,minor,,,530600,182080,51.52254645,-0.11894425,,,Counted,"Manual count",821,337,2321,22,650,61,13,1,3,0,0,78,3408
930345,2003,6,London,145,Camden,C,minor,,,528350,186190,51.55999715,-0.14985967,,,Counted,"Manual count",340,692,11806,826,1565,82,15,0,1,0,0,98,14987
930346,2003,6,London,145,Camden,U,minor,,,524690,185100,51.55102157,-0.20301537,,,Counted,"Manual count",140,205,9216,79,1026,146,20,7,9,1,0,183,10709
948023,2003,6,London,145,Camden,U,minor,,,529500,183000,51.53106722,-0.13445250,,,Counted,"Manual count",39,18,755,20,159,14,4,2,1,0,0,21,973
953170,2003,6,London,145,Camden,U,minor,,,524940,184500,51.54557415,-0.19962446,,,Counted,"Manual count",25,26,2649,16,254,64,4,0,0,0,0,68,3013
990139,2003,6,London,145,Camden,B511,minor,,,526610,184830,51.54816797,-0.17543568,,,Estimated,"Estimated using previous year's AADF on this link",127,467,14062,279,1361,184,14,2,1,2,9,212,16381
6425,2002,6,London,145,Camden,A40,major,"Procter St","Gray's Inn Rd",531000,181610,51.51823022,-0.11335663,0.50,0.31,Counted,"Manual count",1843,1572,19861,960,2148,440,40,5,26,3,1,515,25056
7043,2002,6,London,145,Camden,A400,major,A502,"Delancey St",528950,183780,51.53820259,-0.14209170,0.20,0.12,Estimated,"Estimated using previous year's AADF on this link",927,1533,16873,1686,2825,730,55,21,16,11,30,863,23780
7044,2002,6,London,145,Camden,A400,major,A501,"Harrington Sq",529200,183000,51.53113588,-0.13877500,0.90,0.56,Estimated,"Estimated using previous year's AADF on this link",899,2125,26833,1411,3556,824,50,12,30,8,18,942,34867
7214,2002,6,London,145,Camden,A503,major,A400,A5202,529150,184100,51.54103264,-0.13909228,0.20,0.12,Estimated,"Estimated using previous year's AADF on this link",1822,1792,23392,1441,2960,781,59,26,20,6,4,896,30481
7237,2002,6,London,145,Camden,A5202,major,B512,A503,529300,184000,51.54009966,-0.13696726,0.80,0.50,Counted,"Manual count",297,288,10370,119,2161,240,22,15,12,3,3,295,13233
7671,2002,6,London,145,Camden,A4200,major,A40,A501,529970,182300,51.52466869,-0.12793867,1.30,0.81,Estimated,"Estimated using previous year's AADF on this link",720,1349,13783,871,2111,436,27,9,17,3,6,498,18612
7717,2002,6,London,145,Camden,A5201,major,"Gray's Inn Rd","LA Boundary",531300,182040,51.52202484,-0.10887534,0.40,0.25,Estimated,"Estimated using previous year's AADF on this link",1379,2435,11220,506,2926,344,18,5,2,2,9,380,17467
8381,2002,6,London,145,Camden,A5200,major,"Acton St","Swinton St",530560,182730,51.52839696,-0.11927979,0.10,0.06,Estimated,"Estimated from nearby links",1368,977,13964,613,2505,212,30,2,17,0,1,262,18321
8438,2002,6,London,145,Camden,A201,major,"Gray's Inn Rd","King's Cross Road",530620,182725,51.52833817,-0.11841721,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",298,535,8143,429,1036,406,94,15,56,8,9,588,10731
8469,2002,6,London,145,Camden,A400,major,A40,A5204,529700,181590,51.51835019,-0.13208946,0.50,0.31,Counted,"Manual count",502,1515,12801,685,2393,448,25,7,20,6,2,508,17902
16401,2002,6,London,145,Camden,A40,major,A400,"Bloomsbury St",530000,181430,51.51684343,-0.12782715,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",2308,716,7731,2833,803,191,10,1,1,0,0,203,12286
